name,tags
Baldur's Gate: Enhanced Edition,"RPG,Fantasy,Dungeons & Dragons,Isometric,CRPG,Party-Based RPG,Real-Time with Pause,Singleplayer,Story Rich,Character Customization,Adventure,Old School,Co-op,Multiplayer,Magic,Online Co-Op,Action-Adventure,Remake,Atmospheric,Strategy"
Othercide,"Strategy,Indie,Turn-Based Tactics,Turn-Based Combat,Female Protagonist,Roguelite,Dark Fantasy,Turn-Based,Dark,Tactical,Roguelike,Turn-Based Strategy,Horror,Gothic,Singleplayer,Difficult,Unforgiving,Atmospheric,Great Soundtrack,Perma Death"
Neon White,"Action,FPS,Parkour,Great Soundtrack,Platformer,3D Platformer,Anime,Adventure,Shooter,Indie,Singleplayer,Precision Platformer,Dating Sim,Fast-Paced,First-Person,3D,Stylized,Story Rich,Mystery,Card Game"
Amanda the Adventurer,"Horror,First-Person,Old School,1990's,Puzzle,Mystery,Story Rich,Atmospheric,Adventure,Interactive Fiction,Point & Click,Choose Your Own Adventure,3D,Exploration,Dark,Colorful,Psychological Horror,Stylized,Psychological,Supernatural"
Loop Hero,"Tactical,Roguelike,Deckbuilding,Pixel Graphics,Choices Matter,Roguelite,Indie,Card Game,Resource Management,Strategy RPG,2D,Dark Fantasy,Old School,Story Rich,Fantasy,RPG,Time Management,Turn-Based Tactics,Minimalist,Adventure"
Voidigo,"Action Roguelike,Twin Stick Shooter,Shoot 'Em Up,Bullet Hell,Roguelike,Local Co-Op,Roguelite,Top-Down Shooter,Funny,Difficult,Comedy,Pixel Graphics,Cartoony,Colorful,2D,Shooter,Action,Action-Adventure,Procedural Generation,Singleplayer"
Eleven Table Tennis,"Sports,Simulation,VR,Casual,Tennis,Multiplayer"
BONEWORKS,"VR,Physics,Action,Sandbox,Shooter,Singleplayer,Adventure,Puzzle,Great Soundtrack,First-Person,Simulation,Realistic,FPS,Indie,Violent,Horror,Parkour,Sci-fi,Gore,Funny"
Crysis Remastered,"Action,Shooter,FPS,Sci-fi,Sandbox,Stealth,Aliens,Atmospheric,Singleplayer,Futuristic,Cinematic,Adventure,Realistic,Tactical,America,First-Person,Violent,Multiplayer,Survival,Remake"
The Jackbox Party Pack 7,"Party Game,Party,Funny,Word Game,Board Game,2D,Team-Based,Comedy,Family Friendly,Colorful,Trivia,Cartoon,Co-op,Local Multiplayer,Local Co-Op,Casual,Multiplayer,Indie,Controller,Singleplayer"
Freestyle 2: Street Basketball,"Free to Play,Basketball,Sports,Multiplayer,Massively Multiplayer,Action,Casual,Co-op,Competitive,Strategy,Singleplayer,Simulation,eSports,Controller,Anime,Great Soundtrack,Funny,Open World,2D,FPS"
The Life and Suffering of Sir Brante,"Choices Matter,RPG,Story Rich,Interactive Fiction,Choose Your Own Adventure,Visual Novel,Indie,Text-Based,Adventure,Simulation,Medieval,Singleplayer,Atmospheric,Strategy,Replay Value,Dark Fantasy,Violent,Management,2D,Tabletop"
Outlast,"Horror,First-Person,Survival Horror,Atmospheric,Gore,Psychological Horror,Survival,Singleplayer,Adventure,Dark,Action,Indie,Stealth,Nudity,Multiplayer,Parkour,Difficult,Walking Simulator,3D Vision,Sci-fi"
Suspects: Mystery Mansion,"Online Co-Op,Multiplayer,Conversation,Social Deduction,2D,PvP,Co-op,Funny,Casual,Psychological,Strategy,Mystery,Detective,Character Customization,Assassin,Top-Down,Action,Family Friendly,Action-Adventure,Atmospheric"
ABZU,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Beautiful,Fantasy,Family Friendly,Short,Open World,Story Rich,Third Person,Simulation,Walking Simulator,Controller"
Aragami 2,"Ninja,Stealth,Assassin,Online Co-Op,Co-op Campaign,Action,Action-Adventure,Stylized,Third Person,3D,Dark,Fantasy,Magic,Story Rich,Character Customization,Combat,PvE,Co-op,Multiplayer,Singleplayer"
Paladins®,"Hero Shooter,Free to Play,Multiplayer,FPS,Shooter,Action,Team-Based,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Controller,Strategy,Co-op,Character Customization,Massively Multiplayer,Adventure,Colorful,Funny"
Skater XL - The Ultimate Skateboarding Game,"Skateboarding,Skating,Sports,Sandbox,Moddable,Mod,Simulation,Physics,Controller,Action,Singleplayer,Realistic,Adventure,Open World,Character Customization,Multiplayer,Snowboarding,Soundtrack,Indie,Early Access"
Manifold Garden,"Puzzle,Surreal,Abstract,First-Person,Exploration,Puzzle Platformer,Experimental,Psychedelic,Atmospheric,Philosophical,Difficult,Minimalist,Nonlinear,Relaxing,Indie,Mystery,Singleplayer,Adventure,Colorful,Multiple Endings"
Library Of Ruina,"Story Rich,Strategy,Card Game,Difficult,Deckbuilding,Turn-Based Combat,Singleplayer,Indie,Psychological Horror,Visual Novel,Gore,Turn-Based,Great Soundtrack,RPG,Card Battler,Anime,Horror,2D,Turn-Based Strategy,Action"
One Piece Pirate Warriors 3,"Anime,Action,Adventure,Hack and Slash,Pirates,Fighting,Beat 'em up,Multiplayer,Third Person,Musou,Singleplayer,Local Co-Op,Comedy,Story Rich,Co-op,JRPG,Funny,Controller,Great Soundtrack,Open World"
IL-2 Sturmovik: Battle of Stalingrad,"Simulation,Flight,World War II,Realistic,Historical,VR,Action,War,Multiplayer,Singleplayer,Military,Atmospheric,Tanks,TrackIR,First-Person,Open World,Shooter,Massively Multiplayer,Controller,FPS"
Metal: Hellsinger,"Rhythm,Atmospheric,FPS,Singleplayer,Action,Music,Shooter,Demons,Combat,First-Person,Adventure,Female Protagonist,Score Attack,3D,Stylized,Cinematic,Dark Fantasy,Dark,Narration,Fantasy"
Besiege,"Building,Sandbox,Physics,Destruction,Puzzle,Medieval,Multiplayer,Simulation,Strategy,Science,Vehicular Combat,Third Person,Relaxing,Dark Humor,Singleplayer,Funny,Open World,LEGO,Co-op,Level Editor"
Empyrion - Galactic Survival,"Simulation,Co-op,Open World Survival Craft,Survival,Space,Building,Open World,Exploration,Space Sim,Voxel,Sandbox,Physics,Multiplayer,Singleplayer,Sci-fi,PvP,PvE,Strategy,Crafting,FPS"
SpellMaster: The Saga,"Exploration,Medieval,Difficult,Action RPG,RPG,Third Person,Open World,Story Rich,Nonlinear,Action,Fantasy,Gothic,Magic,Dark Fantasy,Atmospheric,Adventure,Singleplayer,Replay Value,Classic,Hack and Slash"
Rover Mechanic Simulator,"Simulation,Indie,Building,Sandbox,Singleplayer,Education,Realistic,Space,Exploration,Science,Mars,Sci-fi,Replay Value,Space Sim,Family Friendly,Difficult,Automation,Physics,Crafting,Management"
Steelrising,"Atmospheric,Action,Singleplayer,Third Person,Souls-like,RPG,Adventure,Action RPG,Difficult,Fantasy,Exploration,Character Customization,Story Rich,Soundtrack,Violent,Dark Fantasy,Alternate History,Character Action Game,Action-Adventure,Cinematic"
Honkai Impact 3rd,"Anime,Action,RPG,Adventure,3D Fighter,JRPG,Action RPG,Third Person,3D Platformer,3D Vision,Exploration,Colorful,Top-Down,Drama,Story Rich,Post-apocalyptic,Artificial Intelligence,Lore-Rich,Mechs,Alternate History"
DR LIVESEY ROM AND DEATH EDITION,"Action,Cartoon,Spectacle fighter,Hand-drawn,Difficult,Roguelike,Retro,Dungeon Crawler,Beat 'em up,Singleplayer,Procedural Generation,Atmospheric,Looter Shooter,Combat,Dark,Shoot 'Em Up,RPG,Adventure,Comedy,2D"
Teslagrad 2,"Adventure,Puzzle,Action,Platformer,Action-Adventure,Steampunk,Metroidvania,Puzzle Platformer,2D,2D Platformer,Side Scroller,Singleplayer,Female Protagonist,Multiple Endings,Colorful,Stylized,Atmospheric,Fantasy,Logic,Nonlinear"
Streets of Rage 4,"Action,Indie,Beat 'em up,2D,Fighting,Online Co-Op,Local Multiplayer,Arcade,Side Scroller,Great Soundtrack,Multiplayer,Retro,Adventure,Local Co-Op,Co-op,Hand-drawn,Classic,Co-op Campaign,Casual,Colorful"
G.O.P.O.T.A,"Life Sim,First-Person,Dark Humor,Funny,Memes,Indie,Casual,Walking Simulator,Satire,Simulation,Choose Your Own Adventure,Exploration,3D,Realistic,Survival,Psychological,Relaxing,Perma Death,Singleplayer,Adventure"
Supraland,"Puzzle Platformer,Exploration,Metroidvania,Adventure,First-Person,Physics,Singleplayer,FPS,Puzzle,Open World,3D Platformer,Collectathon,Cartoony,Shooter,Funny,Colorful,Platformer,Action-Adventure,Family Friendly,Action"
Survival: Fountain of Youth,"Survival,Open World Survival Craft,Exploration,Crafting,Violent,Singleplayer,Realistic,Adventure,Puzzle,Early Access,Sandbox,Base Building,Simulation,First-Person,Open World,Historical,Building,Underwater,Immersive Sim,Action-Adventure"
Hand Simulator,"Simulation,Funny,Multiplayer,VR,Difficult,Psychological Horror,First-Person,Memes,Comedy,Intentionally Awkward Controls,Horror,Action,Sexual Content,FPS,Nudity,Singleplayer,Atmospheric,World War II,Shooter,Open World"
Blood Trail,"Gore,Violent,Action,VR,Horror,Early Access,Shooter,Sandbox,Psychological Horror,FPS,Dark,Singleplayer,Realistic,Family Friendly,Multiplayer,Sexual Content,Blood,Nudity"
,
FAITH: The Unholy Trinity,"Horror,Pixel Graphics,Indie,Psychological Horror,Retro,Story Rich,Atmospheric,Dark,Adventure,Gore,Violent,Blood,Great Soundtrack,Survival Horror,Lovecraftian,Puzzle,Classic,Animation & Modeling,Alternate History,Faith"
World War 3,"FPS,Multiplayer,Shooter,Military,Tactical,War,PvP,Modern,Action,Team-Based,Realistic,Combat,First-Person,Character Customization,Gun Customization,Early Access,Atmospheric,Physics,3D,Vehicular Combat"
Tourist Bus Simulator,"Automobile Sim,Simulation,Driving,Open World,Management,Realistic,Casual,Multiplayer,Exploration,Physics,Singleplayer,Atmospheric,Adventure,Free to Play"
Blood West,"Early Access,FPS,Western,Retro,Horror,First-Person,Stealth,Shooter,Action,Singleplayer,Dark,Survival Horror,Lovecraftian,3D,Demons,Character Customization,Inventory Management,Resource Management,Immersive Sim,1990's"
Majesty 2,"Strategy,Simulation,Fantasy,Singleplayer,RTS,Difficult,Base Building,City Builder,Management,Multiplayer"
Anarchy: Wolf's law,"Action,Survival,Atmospheric,Looter Shooter,Open World,Adventure,PvP,Realistic,Zombies,Multiplayer,Crafting,FPS,First-Person,Singleplayer,Shooter,Heist,PvE,Arcade,Tactical,Post-apocalyptic"
Testament: The Order of High Human,"RPG,First-Person,Fantasy,Action,Action-Adventure,Adventure,Singleplayer,Action RPG,Swordplay,Magic,Archery,Metroidvania,Medieval,Dark Fantasy,Lore-Rich,Story Rich,Post-apocalyptic,Atmospheric,Indie,Puzzle Platformer"
Bum Simulator,"Simulation,Adventure,Action,Survival,Open World,Funny,Sandbox,Singleplayer,First-Person,Base Building,Memes,Comedy,Realistic,Building,Crafting,Physics,Co-op,Casual,Sexual Content,Dark Humor"
HARD BULLET,"VR,Gore,Action,Simulation,Violent,Sandbox,Indie,Physics,Early Access,Shooter,Adventure,Arena Shooter,Cinematic,First-Person,Action-Adventure,Bullet Time,Destruction,Shoot 'Em Up,Atmospheric,Arcade"
Frozen Flame,"Early Access,Open World Survival Craft,Adventure,Online Co-Op,Base Building,RPG,Exploration,Open World,Action,Survival,Co-op Campaign,Sandbox,Fantasy,Colorful,PvP,Building,Dark Fantasy,Crafting,Multiplayer,Hack and Slash"
Torque Drift,"Free to Play,Racing,Multiplayer,Driving,Asynchronous Multiplayer,Controller,Automobile Sim,Realistic,Sports,eSports,PvP,Competitive,Open World,Arcade,3D,Physics,Singleplayer,Building,Addictive,Early Access"
Café Stella and the Reaper's Butterflies,"Visual Novel,Romance,Sexual Content,Story Rich,Choices Matter,Multiple Endings,Cute,2D,Anime,Mystery,Casual,Funny,Relaxing,Nudity,Colorful,Comedy,Emotional,FPS,Adventure,Singleplayer"
Fury Unleashed,"Replay Value,Roguelike,Fast-Paced,Difficult,Online Co-Op,Old School,Shooter,Platformer,Local Multiplayer,2D,2D Platformer,Perma Death,Roguelite,Side Scroller,Co-op,RPG,Local Co-Op,Combat,Multiplayer,Action"
Children of Morta,"Multiplayer,Roguelike,Hack and Slash,Action Roguelike,Roguelite,Pixel Graphics,Online Co-Op,RPG,Action,Local Co-Op,Dungeon Crawler,Singleplayer,Story Rich,Co-op,Isometric,Action RPG,2D,Procedural Generation,Fantasy,Action-Adventure"
Smack Studio,"Character Customization,Local Multiplayer,2D Fighter,Design & Illustration,Sandbox,Pixel Graphics,2.5D,Multiplayer,Fighting,Level Editor,Automation,Software,Game Development,Early Access,Indie,Combat,Casual,PvP,2D Platformer,Co-op"
Nine Parchments,"Action RPG,Twin Stick Shooter,4 Player Local,Magic,Isometric,Action,Fantasy,Local Co-Op,Co-op,Online Co-Op,Colorful,Indie,RPG,Multiplayer,Top-Down,Great Soundtrack,Atmospheric,Singleplayer,Shooter,Funny"
Cooking Simulator VR,"Simulation,VR,Casual,Physics,Cooking,Singleplayer,3D,Realistic,Psychological Horror,Immersive Sim,Sandbox,Family Friendly,Management,Relaxing,First-Person,Funny,Replay Value,Multiplayer,Action,Comedy"
Combat Mission Black Sea,"Simulation,Strategy,Wargame,Turn-Based Strategy,Turn-Based Tactics,Realistic,Military,3D,Tactical,War,Atmospheric,Combat,Turn-Based Combat,Singleplayer,Modern,Multiplayer,PvP,Local Multiplayer,Historical,Cyberpunk"
Star Conflict,"Free to Play,Space,Action,Multiplayer,Massively Multiplayer,Sci-fi,Simulation,Open World,Space Sim,Flight,Shooter,Co-op,PvP,Third Person,Competitive,Adventure,Atmospheric,Sandbox,MMORPG,Spaceships"
Blitzkrieg 3,"Strategy,World War II,RTS,Military,War,Tactical,Real Time Tactics,Multiplayer,Historical,Tanks,Singleplayer,PvP,Massively Multiplayer,Competitive,Simulation,Early Access,Realistic,Difficult,Real-Time,Real-Time with Pause"
Granny,"Horror,Survival Horror,Adventure,First-Person,Indie,Multiplayer,Singleplayer,Violent,Puzzle,Gore,Difficult,Survival,Action,Strategy,Dark,Sexual Content,Funny,Psychological Horror"
Granblue Fantasy: Versus,"Action,Anime,2D Fighter,Fighting,PvP,Competitive,Multiplayer,RPG,Fantasy,Sexual Content,Great Soundtrack,Arcade,Local Multiplayer,Singleplayer"
Strange Horticulture,"Mystery,Puzzle,Exploration,Nature,Investigation,Relaxing,2D,Detective,Choices Matter,Multiple Endings,Story Rich,Simulation,Lovecraftian,Atmospheric,Adventure,Dark,Point & Click,Conversation,Alternate History,Colorful"
Farm Together,"Agriculture,Multiplayer,Simulation,Relaxing,Casual,Online Co-Op,Building,Farming Sim,Co-op,Cute,Sandbox,Singleplayer,Character Customization,Third Person,Cartoony,Replay Value,Controller,Colony Sim,Female Protagonist,Horses"
Hubris,"VR,Action,Adventure,Sci-fi,Shooter,Story Rich,Exploration,Combat,First-Person,Gun Customization,FPS,Narration,3D Platformer,Realistic,Action-Adventure,3D,Atmospheric,Futuristic,Space,6DOF"
Grimlord,"Early Access,VR,Action RPG,RPG,Souls-like,Swordplay,Dark Fantasy,Dungeon Crawler,Physics,Story Rich,Hack and Slash,Medieval,Realistic,Action-Adventure,Magic,Adventure,Immersive Sim,Exploration,Gothic,Archery"
The Jackbox Party Pack 6,"Trivia,Casual,Multiplayer,Indie,Local Multiplayer,Funny,Party,Comedy,Board Game,Party Game,Local Co-Op,Family Friendly,Co-op,Strategy,Social Deduction,Singleplayer"
Creepy Tale 3: Ingrid Penance,"Dark,Singleplayer,Horror,Narration,Escape Room,Puzzle,Drama,Mystery,Point & Click,Supernatural,Atmospheric,Psychological Horror,Adventure,Story Rich,Hand-drawn,Indie,RPG,2D,Side Scroller,Puzzle Platformer"
Lunch Lady,"Horror,Online Co-Op,Multiplayer,Co-op,Survival Horror,Dark,Psychological Horror,Procedural Generation,Action,Choices Matter,Team-Based,Exploration,FPS,Collectathon,PvE,First-Person,Walking Simulator,Action-Adventure,Nonlinear,Supernatural"
Dorfromantik,"Turn-Based Strategy,City Builder,Puzzle,Indie,Relaxing,Simulation,Strategy,Turn-Based Tactics,Board Game,Sandbox,Casual,Logic,Procedural Generation,Controller,Family Friendly,Minimalist,3D,Hand-drawn,Open World,Singleplayer"
Five Nights at Freddy's 4,"Horror,Survival Horror,Singleplayer,Robots,First-Person,Dark,Difficult,Point & Click,Survival,Psychological Horror,Strategy,Indie,Story Rich,Atmospheric,Action,Family Friendly,Simulation,Jump Scare,Animation & Modeling,Illuminati"
Game Dev Tycoon,"Management,Simulation,Indie,Strategy,Casual,Singleplayer,Economy,2D,Moddable,Addictive,Replay Value,Sandbox,GameMaker,Funny,Difficult,Point & Click,Great Soundtrack,Isometric,Comedy,Touch-Friendly"
Orcs Must Die! 3,"Tower Defense,Co-op,Strategy,Third-Person Shooter,PvE,Action,3D,Multiplayer,Third Person,Funny,Online Co-Op,Fantasy,Adventure,Co-op Campaign,Combat,Singleplayer,Stylized,Physics,Comedy,Cartoony"
Left 4 Dead,"Zombies,Co-op,Multiplayer,FPS,Action,Horror,Shooter,Online Co-Op,Survival,Team-Based,First-Person,Post-apocalyptic,Singleplayer,Atmospheric,Adventure,Moddable,Tactical,Replay Value,Competitive,Female Protagonist"
A Hero's Rest,"Early Access,City Builder,Medieval,Simulation,Strategy,Resource Management,Time Management,Crafting,Colony Sim,Base Building,Building,Inventory Management,Character Customization,Stylized,Top-Down,Management,Economy,Fantasy,Immersive Sim,Strategy RPG"
Backpack Hero,"Early Access,Strategy,Roguelike Deckbuilder,Indie,Inventory Management,Singleplayer,RPG,Turn-Based,Replay Value,Roguelike,Dungeon Crawler,Roguelite,Deckbuilding,Procedural Generation,Card Battler,Tactical,Cute,Cozy,Loot,Mouse only"
DeadPoly,"Survival,Zombies,Open World,Open World Survival Craft,Multiplayer,Post-apocalyptic,Third-Person Shooter,Online Co-Op,Singleplayer,PvP,Loot,Action,PvE,Crafting,Sandbox,Base Building,Building,Looter Shooter,Shooter,Early Access"
Occult,"Horror,Multiplayer,Co-op,Psychological Horror,3D,First-Person,Online Co-Op,Multiple Endings,Atmospheric,Dark,Action,Indie,Mystery,Violent,Singleplayer,Massively Multiplayer,Early Access,Survival Horror,Adventure,Puzzle"
Witch It,"Multiplayer,Funny,Casual,Action,Indie,Hidden Object,Online Co-Op,Survival,Stealth,Co-op,Fantasy,Early Access,First-Person,Team-Based,Family Friendly,Strategy,PvP,Open World,Atmospheric,Magic"
Hidden Deep,"Early Access,Dark,Mystery,Thriller,2D,Horror,Mining,Exploration,Sci-fi,Action-Adventure,Physics,Singleplayer,Action,Aliens,Atmospheric,Story Rich,Adventure,Shooter,Realistic,Puzzle Platformer"
"Please, Forgive Me","Horror,Psychological Horror,Dark,Demons,Supernatural,Cinematic,Dynamic Narration,Singleplayer,3D Platformer,3D,First-Person,Indie,Violent,Simulation,Walking Simulator,Exploration,Hidden Object"
Creed: Rise to Glory™,"VR,Fighting,Boxing,Sports,Action,Multiplayer,Simulation,Indie"
Automation - The Car Company Tycoon Game,"Simulation,Management,Building,Sandbox,Strategy,Automobile Sim,Early Access,Realistic,Crafting,Indie,Education,Moddable,Science,Singleplayer,Economy,Racing,Replay Value,Immersive Sim,Physics,Choices Matter"
DCL - The Game,"Simulation,Racing,Sports,Action,Adventure,Flight,Fast-Paced,Multiplayer"
Dome Keeper,"Roguelike,Mining,Sci-fi,Action,Arcade,Combat,Aliens,Procedural Generation,Tower Defense,Atmospheric,Resource Management,Space,Exploration,Management,Adventure,Simulation,Controller,Pixel Graphics,Sandbox,Tactical"
Fission Superstar X,"Action Roguelike,Roguelite,Indie,Difficult,Action,Great Soundtrack,Funny,RPG,Space,2D,Retro,Replay Value,Sci-fi,Singleplayer,Perma Death,Colorful,Villain Protagonist,Shoot 'Em Up"
Syrian Warfare,"Real Time Tactics,RTS,Realistic,Military,Atmospheric,Wargame,Modern,Historical,Strategy,Tactical,War,Singleplayer,Indie,Real-Time,Memes,Moddable,Level Editor,Physics,Multiplayer,Simulation"
Erica,"Choose Your Own Adventure,FMV,Interactive Fiction,Female Protagonist,Point & Click,Puzzle,Choices Matter,Story Rich,Action-Adventure,Psychological Horror,Multiple Endings,Detective,Casual,Thriller,Action,Cinematic,Mystery,Crime,Singleplayer,Gore"
Rake,"Horror,Multiplayer,Survival Horror,Survival,First-Person,Hunting,Open World,Action,Indie,Adventure,Co-op,Atmospheric,Singleplayer,Simulation,FPS,Shooter,Gore,Supernatural,Online Co-Op,Funny"
Choice of Life: Middle Ages 2,"Choose Your Own Adventure,Visual Novel,Medieval,RPG,Card Game,Life Sim,2D,Cute,Funny,Dark Humor,Multiple Endings,Choices Matter,Casual,Simulation,Hand-drawn,Colorful,Family Friendly,Magic,Fantasy,Atmospheric"
